Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
77417.2228372112,5.663860359,7.580906575,6.29,26527.2979492929,1145351.16123256
78276.401820544,6.812864984,6.997284659,4.23,29483.3586062439,1546957.22646191
67160.8500949574,6.444283309,6.861131564,2.12,33805.3262336514,1070818.73136844
81835.8639943795,7.749402408,5.841565101,3.34,51039.387815277,1993453.67315432
61426.0013350543,4.143032901,6.484095707,3.32,45701.3328495076,891981.097595945
80889.6685435962,6.613521403,7.99341993,6.18,12513.6817304137,1443842.02264875
91458.3273519941,4.136021804,5.984186173,2.31,34252.7286407283,1305219.5213491
59119.5863181251,5.463875478,7.73337513,6.42,45539.1218479504,1238708.75973818
77413.9275105817,6.204789238,6.549836017,3.21,28795.120196446,1241386.73697899
60421.7540858117,5.632793366,5.781082744,4.07,32754.8308435128,849008.704698514
79354.0504357965,6.985000857,8.146308838,6.22,39092.1854446607,1656785.44770054
63151.1634048458,8.381095863,9.921519789,5.04,42266.2933717696,1896650.32333935
68805.0207308373,6.095991998,8.126158727,6.37,40744.0919687234,1300362.02807237
78032.8818483556,3.784839441,7.619011456,4.24,35334.6336723284,1159749.09027882
76071.7864269686,7.166337989,6.861206526,2.05,15586.3572974323,1263743.97074833
63334.5662093372,6.907220597,7.286039799,6.25,35638.538167033,1292643.52025236
63650.8573995792,5.655902969,8.037263,3.4,46457.0187322183,1357710.96492256
66181.9171511249,4.821035379,6.545256912,3.14,25337.0115740238,945551.14893088
71717.1913707835,6.142770988,7.709022646,5.24,51974.8401758744,1572099.68985623
74419.5356449236,7.814354699,8.4693801,3.31,48591.3934593264,2019424.22226426
59289.6847903278,6.586815921,5.528943864,4.28,29496.9455752583,831471.530410702
72197.378376897,7.061757188,5.733871078,3.03,34598.9796784392,1408347.44473948
69423.9286006743,5.836866405,6.703754321,2.3,36409.1323058512,1154126.21568857
64231.6842164936,4.311017566,8.747408787,5.32,59717.669765014,1521085.47247059
66005.3109157367,4.986835829,9.369370843,4.13,43283.9336314552,1522143.64138566
82943.8890671496,6.021105709,6.278452801,4.25,50524.736737693,1528714.3052797
71735.9789721999,5.907234419,7.076943828,4.2,38244.5813876178,1289042.12146933
57319.9526604772,6.735563721,7.309515329,6.19,44738.3958509791,1222799.33972217
72363.2041747991,4.509671101,4.525421031,3.03,42543.5399962449,792174.173821479
87678.1632415864,5.056788806,7.712774153,3.16,43805.5218876889,1753967.47659683
66404.1655015575,6.205939172,6.200115671,4.5,35977.3191611758,1149524.69859111
94295.6632538238,5.079485076,7.255140733,6.43,46014.5822168987,1876497.2688776
60891.7322154655,6.590728856,6.317399606,3.19,41217.1168186209,1045348.22995365
82264.1452246507,4.758588072,6.422631236,3.46,37581.0533762449,1323300.71990284
58666.2257703846,5.418954685,6.458755876,2.45,48132.619012554,997239.707755351
62497.3290019156,7.28610098,7.464633732,4.09,27485.2427955298,1204939.90391928
84226.1664095164,7.981054,7.934351163,5.01,30167.2334270259,1877941.97142307
74380.9427308714,5.33060382,7.642894948,3.02,37315.7884006979,1245053.43252749
73753.7393296929,5.577592383,6.160888333,2.42,24970.7055190504,1165990.60369677
76355.7439848248,4.767040191,7.124398855,4.23,50209.5511109726,1517152.58462546
59024.7106616695,5.483082949,6.065900195,3.36,36271.5298602242,847767.921565363
54241.4583342225,6.687493062,7.034591893,3.3,38997.7836572598,1012269.46867818
90493.5980965652,4.606562547,6.532431958,2.48,45211.0080644266,1439431.45288969
82665.2249498654,6.562289095,6.345069812,2.44,35513.4583519036,1461511.88127155
45520.5504880649,6.032244547,7.683664419,4.15,20070.2313010734,678587.243727283
58927.5793585846,6.304035222,4.415753056,4.23,49100.8234932181,783350.673223018
63689.4754372731,6.488149399,8.695313159,6.19,36260.0667341171,1499552.26873769
82989.9563027023,6.331567258,7.774634207,4.49,19372.7476797413,1458422.81069917
81614.8685635472,5.186637721,6.285206893,3.17,33611.4408985916,1228879.86701325
78661.5462417103,5.182693359,5.553070982,4.04,25087.3708140893,932380.550389453
56907.1341314374,5.364399329,7.194020913,4.17,38959.4910670148,834268.342921064
74636.9001578788,5.74007608,8.902224391,6.43,22880.8233244431,1351007.0408581
63926.1071073432,4.791357601,5.697630215,3.35,54954.7625892809,1068786.67179113
62320.2585927464,6.417495593,8.427868532,4,14596.2502983997,1124396.24901271
101599.670580435,7.798746015,7.480512026,6.39,37523.8646702877,2370231.32010155
66051.5497696643,7.465496106,7.795868186,6.49,26761.935397712,1334952.60511867
71475.8264807407,6.652483886,5.651019169,4.14,48227.0742866202,1504441.01015029
63137.9826986833,5.391557788,6.913776479,3.36,47697.2685946018,1153435.09235302
57223.5738910555,6.316381847,8.460541118,3.43,44907.3786475598,1259357.02326835
76075.1542599167,6.905817831,5.985129882,4.16,40368.560377719,1567745.80674512
74579.2707324907,6.021541531,7.336151988,5.37,44873.8413494006,1516419.72071885
84292.5303703209,5.80394353,6.769938966,3.21,36446.8714409486,1365151.39422781
79120.441521083,5.08336073,5.401786825,4.25,39563.9711960891,1046030.11422825
57143.6788186443,6.150796319,6.848577732,2.09,51479.0709603298,1233965.83737812
66300.5819244966,6.114218507,5.588030876,4.22,31581.8385160231,1009769.07753827
70161.3328531822,6.247430552,5.8214009,4.3,37787.6629531234,1453597.50667675
75212.3267984691,6.052408397,6.690464212,3.17,23162.9107027424,1103206.75496809
86762.8828636063,6.53019329,5.106962247,2.09,47724.5813550608,1571253.53147505
69180.0160687985,6.583566247,5.514897205,2.29,38114.526329738,1400111.49672765
78010.9203789591,6.924538814,8.210602123,4.42,44157.2865858562,1822987.81972458
65192.1056349375,6.275508702,8.017889181,4.47,26228.3945773581,1174747.55058413
61325.0789079817,4.338810572,6.303479006,2.48,51406.7399017515,1147908.52871109
62617.3291992951,5.463119186,6.450620296,3.48,48372.2988544894,1124125.92064897
63970.6244227524,3.745922263,6.502411114,2.5,31944.5525738055,822934.831294736
68860.5858087625,6.376583394,7.351612387,3.03,40542.8139115667,1448774.97058143
66701.7661736518,4.775907553,7.921577391,4.36,37752.9152190456,1063630.92750046
73823.9387924858,4.739240943,7.590101512,3.19,10555.7028232279,861657.399425361
62995.1921195732,5.380174522,6.191981454,4.43,34347.2431751713,1034760.03994698
75864.4978052215,5.635341192,6.656387606,3.06,35756.6869389302,1240864.15447193
72687.7332699798,6.708692007,7.800580682,5.34,35427.1059112428,1442372.04360411
67059.9176861546,5.952826666,8.368596561,6.46,35294.2835995423,1390620.16815428
64705.3834116736,4.672028732,6.386089398,2.24,33900.1987478965,862407.817012229
62382.4612585451,6.179205325,6.732639864,2.05,14347.0194071184,695152.173303766
61355.9459834606,7.513298007,6.388362635,3.03,43645.0506923182,1392537.29035491
59331.0689384507,5.191940878,8.39948615,5.09,46669.8988471065,1200653.34548114
44218.5411104682,5.589395643,9.449249571,4.23,35420.7409430844,920540.653949946
59260.8615847498,6.415791941,6.776273718,3.22,55030.1728767179,1300433.57542035
79159.3009931751,5.34770038,6.083193454,4.01,41296.7279339835,1172188.19350914
76916.9525041679,5.736988859,5.623473082,3.2,28213.4091896212,1054732.60030967
62450.6289892546,4.141508415,5.853322091,3.12,41190.2080818083,615568.113378455
66447.4832222105,4.37675375,8.422240324,4.31,48261.0495892947,1271396.51800598
62173.5800990082,5.098958555,5.662268147,3.14,3883.4481640086,231189.820989859
59611.3323683224,5.522890844,7.396697598,3.27,40395.0812540832,1040782.48588109
65531.1090606191,6.483332048,5.564653446,3.07,39367.4500153448,1111710.90042208
52681.2288590723,5.369021376,7.115186212,3.22,44203.0809463566,885796.279596747
53348.6264065308,5.588080994,6.541849059,2.5,36499.8439661904,809755.617546173
53048.6725136147,7.116028518,5.329030779,3.36,46984.1557637523,1095794.16505107
74283.0640901529,5.690518257,7.544191392,6.22,21446.3422560415,1138609.17293697
50212.4395348012,6.645207267,7.4041142,5.44,20913.6554441677,873241.988574248
75012.3416600854,6.742828084,6.604334981,4.1,42877.4241474375,1413579.81675087
81858.5731845028,7.358643507,6.219018194,4.03,32549.9922256609,1730084.4793009
53664.0777041573,4.415997412,5.938396401,2.19,57110.6489362366,996243.424938816
89502.8466583223,4.484345906,5.178078664,2.01,40836.1301332116,1273518.73676148
51927.985035367,6.182807099,7.167177513,6.05,32256.6385643285,970177.105422283
75927.3590470501,5.853149898,6.08284131,4.19,22993.6354426716,1143203.06786569
84802.7876049128,5.1016138,7.844811964,6.04,35748.3314738968,1437983.82471793
66961.6644154299,7.412988548,3.950224688,2.31,33423.2932917065,1128720.4195686
86375.557978232,5.675667394,6.657391847,3.05,39781.7468401026,1532533.61093849
59046.4442310309,6.670060466,7.335984715,4.06,37813.7146297857,1082588.72736545
68368.4008425189,6.214134475,7.298146653,5.31,28438.8928251625,1156308.16875631
61018.6032801262,5.353196392,8.242756348,3.3,43395.7359908486,1168760.42768571
65566.3569148397,8.082879393,7.302751132,6.15,30117.1718785054,1357575.85161511
59878.0693532145,5.48606302,6.693434359,4.01,44212.9053451264,920498.937383278
76573.4752971203,6.078108557,8.861577101,3.37,40002.3273863818,1810782.41345475
69013.3683549935,5.976152431,6.448118673,4.26,17180.4835300889,903657.56254793
78734.4940044319,7.648432415,6.088061911,3.08,36688.1606921379,1850513.52744405
59035.9517921493,6.914086746,6.717020451,2.03,34753.4159921603,1148720.90500372
83940.1281584027,5.387931862,6.58380532,3.23,34602.3779999293,1492033.20467369
54920.0633858954,6.827612966,6.188287003,3.44,22835.5844312652,831168.833673851
65554.8425211145,5.092064142,7.9827641,6.47,39239.8382526768,1130677.46584398
60168.2740912296,5.243364285,6.317906885,3.12,33460.4731414953,737202.457611395
52540.797100842,5.376432519,7.387603517,3.24,32090.2302359404,578309.086186674
57182.802450659,7.120342379,5.242644354,4.22,39293.0406279976,1112223.00805491
55470.081861025,5.694779112,6.810466039,2.49,36246.412934841,962531.664889236
67877.0233374628,5.678509326,6.320235228,2.38,19524.0985532801,843650.827890095
69439.942960083,5.073308976,8.188380547,5.38,33995.7666240845,1217267.93402437
51874.0956877099,5.611454839,7.001947254,3.35,26197.8390786455,450307.017380728
75655.9136045323,7.432324255,6.770586414,3.33,31225.1232680135,1663473.12082828
83973.3011899888,5.939669345,5.463987578,4.03,20159.9216501292,1164615.96784252
65987.7114373783,5.759500815,5.690506347,3.35,31771.5297632225,1263018.12698897
94292.2636251542,5.993314344,7.278782582,5.36,53620.890504331,2197436.87549653
62938.2167130834,6.623682254,7.661922672,3.15,48947.3579195367,1721261.81159612
72124.771458708,6.181948206,7.953233508,5.19,45415.7212978057,1670908.66196073
56398.3336458127,5.793523642,7.120717323,4.16,50909.6970777374,1148749.93331186
50665.9887324747,7.385098057,7.067904619,5.19,29726.0145990605,1154883.28760267
89475.5596986932,6.888438528,5.233513538,2.4,31070.4318301068,1707269.52770342
45633.8419524328,6.733866215,6.827278726,2.35,42371.5842558133,1108406.78591683
66875.7269022625,5.696277886,8.386952035,4.22,28819.043135297,1256599.17875556
57849.5455118703,6.556265641,6.351662614,2.38,43048.7779192512,1180967.73495889
62881.1621249193,6.175657448,6.507107742,2.12,22580.3127581891,905435.84288734
61091.453880543,5.99774259,8.196511735,4.05,46536.724882356,1450122.7150156
65973.3843200249,6.397171887,9.007768282,3.38,40765.3979852326,1382810.7056157
70280.6881923545,4.625164329,5.625509818,2.37,38916.1746881686,868694.073699802
74428.1257648082,6.272527603,6.112848062,2.49,49465.9515369912,1471746.55511876
49500.1791114234,5.900200398,7.514610864,5.47,25186.5374113525,676377.661415965
88905.8382563303,6.18629911,5.989111803,2.16,26964.6949162334,1462422.25607806
63858.0794960975,5.476039767,7.140330542,5.4,23808.1790697234,1036782.24488433
64044.0324966432,5.220986982,5.825405473,4.41,58887.9994084342,1122967.38517199
73035.0257553721,7.553762647,8.114826162,4.23,43408.42046,1877073.57477198
77722.4979984598,4.717414038,7.743944663,6.13,57287.5989724643,1657363.0570934
69185.7061802723,6.418572453,8.72269798,6.19,50096.9802707628,1757395.78723971
67203.2857380189,7.206743706,7.303116175,6.09,44610.4533202654,1539084.9218209
69446.4552142146,6.755066604,8.500981648,6.29,47025.1836772873,1738788.38189407
68700.2677277429,6.994378692,6.57820466,2.26,22481.1589584636,1189466.71433408
56671.1498883522,6.854714732,6.288488369,4.27,54543.4367786715,1316793.56923411
76824.5595682467,6.16784018,6.699457258,4.23,43904.6292225593,1542970.94753384
62846.9050631628,6.01784801,5.144709636,2.04,34628.9934336825,1024973.19521424
73086.23821,6.648406795,6.39517598,4.34,28913.106055733,1353182.49389916
70072.5218556877,5.805508469,8.479921332,6.2,43181.8246506377,1594089.24144713
74881.5985345094,4.12590092,8.457886906,5.11,60895.4081654851,1501048.20388453
53288.0032525238,4.204036516,6.996336096,3.22,48927.3044335573,810537.148392165
74245.8660534459,5.082516102,5.96140678,4.22,53039.3161325831,1270297.54493105
83112.2122379299,6.103406958,6.569732034,4.09,44876.8997094158,1591022.90350303
65243.8223206738,4.948259702,7.987512616,6.38,26710.1783271874,1040652.83899562
62926.701148884,6.500168689,6.411871045,2.14,6248.7560796334,639471.73613359
53302.2592382772,7.583106079,5.607135038,2.02,33222.7618803779,867898.28224214
54965.8750163677,4.361132901,6.827891384,4.32,47460.6070078524,776125.597113738
73704.6322323966,7.510642045,6.561804932,2.37,11637.8929090632,1202844.37371258
64675.1304604789,5.78550589,6.436541957,3.42,53742.8419928211,1346379.98494337
72392.8850356103,5.581331968,7.081653164,4.23,23997.4535540521,1014430.12056631
75033.917768592,5.294627535,6.987367714,2.39,27355.8297917537,1373512.30177617
81291.6704906285,5.213993838,8.429901753,4.19,33097.5564114903,1454749.80659404
55992.0345875237,5.29985819,8.098857048,3.08,32032.6377719328,1166600.45662583
57108.6184435902,7.120135332,6.393210122,2.23,43511.0179893791,1093253.49093456
82373.2084294276,6.327773403,7.207985937,4.4,67701.6497954401,2130761.99965768
67433.3999444007,7.7824612,6.564027581,3.05,41030.4089060458,1719762.30804922
61088.393613563,5.810724841,6.085444349,2.18,40426.8351675353,1019880.65305419
69650.7290286396,5.922774742,6.201155203,3.05,41608.0646551453,1296645.37494057
64163.5418052173,6.866750203,6.933770891,3,39354.7892570142,1372878.53439379
68606.8700464614,5.930005938,6.980274128,3.43,36084.8377436657,1117011.10618471
65739.6860184681,6.201098607,6.722967192,4.16,27721.3936406148,959734.813297981
50709.3539048861,4.761837692,6.822058699,3.18,60199.842545533,1074824.81648868
65083.8800937127,3.518886315,8.374999406,3.2,39498.300281064,922054.131941255
58726.5292111901,5.18067847,6.979764638,3.24,40771.0286092872,1017374.02335737
58593.4479168012,5.876893588,6.663904269,2.1,45694.5075729908,1227401.53898684
59466.8655964281,6.503451263,7.110081473,3.26,44825.812653236,1226041.78302166
79619.8642706259,4.752153194,8.354961507,3.11,36156.9204908966,1411334.21947556
63134.6394153418,6.676236409,8.48231689,6.25,27554.2868672375,1317234.04287959
81699.9209022384,6.784351388,4.765058235,4.4,33957.0020294756,1250144.01243897
49863.2268739416,6.777375019,9.640681638,5.03,42056.8471245179,1389047.55777647
66835.2201182783,6.525598482,5.228439448,3.16,23523.6019781791,792449.543065239
81301.9198350127,7.082681187,6.776125367,4.06,40860.1204807071,1860681.94702102
67350.1677428588,5.626456848,8.030099125,4.13,26076.3908632716,1110827.8221613
77947.4643644405,6.441788609,7.193403798,5.46,29660.7965796149,1539129.36381118
59941.0183952103,6.51386625,6.938066307,2.37,37853.3013369232,1132779.83676253
69876.3571740722,4.996375474,7.253765742,6.13,20038.8618959538,839629.512174473
74909.7242242307,4.225888127,6.922914743,2.29,40193.5287154469,1243239.00340404
62209.8723144052,6.162329741,7.98980743,4.27,32529.9507165867,1104109.03502936
83372.6423377232,8.553939374,7.863971202,4.32,14502.4447683901,1664301.51232326
59273.4223358332,5.715546028,7.662476479,6,20353.1609916074,818289.764208742
52916.367595851,6.63628491,7.569220698,4.4,36105.0696114198,1062666.36638358
64714.5241623194,5.153745232,5.490631869,4.45,23836.5384336688,730043.645059597
63427.8105336403,5.164251654,8.730904572,6,31689.9332317018,1307173.87150933
72885.5231176164,7.64196516,4.969158207,2.22,36711.4942574451,1464710.20636236
63780.0401520597,5.044290162,5.890387971,4.1,32010.2281101181,769851.803437352
59709.933109847,6.320753255,6.376804344,3.32,39383.9658598991,1012023.39863856
68275.5811956004,5.534934174,6.277831678,4.13,31383.070689686,866328.131327864
78556.7970535032,6.162173321,5.783253684,3.16,34677.7242991582,1222726.56436107
57471.9431675143,5.970952518,7.359194737,5.37,35822.6016835835,998702.037124144
58583.5084493344,6.952034052,9.472742074,6.47,39910.342676507,1644242.13714166
66537.2527167054,6.346079744,9.268966847,6.12,53721.141290674,1817188.45099087
78269.1425632106,6.523187585,6.02347229,2.3,54954.9718861593,1553976.23390492
70562.3585058971,7.037251617,5.012792886,3.48,26073.2223029374,850593.337657714
65594.0673857595,7.492803317,7.1136851,3.3,24580.563700286,1179987.3238175
72493.2094351799,6.609326162,7.509335527,4.23,40722.6559734196,1554986.69487721
60757.0812102869,6.486568179,8.155915088,5.35,35561.0844073509,1281378.17447487
72920.8677538581,5.397964171,7.736952387,3.43,35656.2296909745,1125677.60431618
76134.6777649988,7.248108066,8.425820688,3.13,34956.1261596122,1705889.88669841
56957.8352090672,5.969854495,5.935709309,2.05,29498.9641866699,783565.102500141
54642.7062823365,6.29096854,8.982485924,6.12,42987.0657318595,1355362.95558726
60018.8937687609,6.650993718,5.258696394,3.07,35188.9182589553,927181.066392683
67417.1123483745,5.728827797,6.195270308,3.48,36002.2960789018,1058517.80992559
56088.6394011427,6.43064836,8.840667908,6.24,44796.5858329676,1397564.15628244
70850.1305024225,5.333909302,5.487903073,3.12,14731.9697575126,635429.230519009
69692.4733259523,4.614993462,6.377310795,4.27,41818.0049101626,1104701.23442073
68104.658557497,5.897648506,7.050999424,3.05,35008.2675137685,1368134.99768214
50521.4635581085,7.374457938,7.149611673,5.11,36713.8648433588,1204117.41865411
64900.197934874,5.30506935,7.260436973,3.31,21815.4888833383,517937.58954093
78951.7358965385,5.443039346,5.759583193,2.18,31055.0510899013,1241182.83496703
77553.9064009041,5.061805489,8.535375454,6.45,53405.5058147593,1603627.28021897
56734.3507634621,6.159101413,8.280403871,4.3,27982.2717072182,1063206.37795103
72827.9713189405,7.181743678,4.419215488,4.13,39730.4817922784,1269293.20873604
76306.6487079188,5.356330105,6.73390648,4.15,18041.9435020719,1063399.27478292
57293.4274007752,9.125282873,7.780007631,4.3,27991.8399975256,1561313.83763862
65088.0882398506,5.782009284,6.790149675,3.11,39863.1725522702,1135613.43184142
67813.6765788807,5.67233669,6.39644509,3.14,30253.8574759312,1057347.16605278
52866.9018274389,6.595790348,5.767253272,4.34,31925.8995844719,772310.227826148
55956.6784568118,6.475495935,6.505406568,3.36,32844.5643930628,989263.23661234
56225.5541315473,5.901931552,6.686709478,4.13,35245.7448083036,699323.262392549
71532.9791087572,8.187045842,7.117961737,3.01,28635.3732744711,1596342.9087478
70514.4257374634,4.444530278,7.311785484,5.41,52378.2512177121,1499153.08083988
54673.5211839587,4.49619347,7.081933738,5.31,39160.5532703811,770770.584875718
58412.2830492499,5.666298295,8.281878986,6.47,22900.1134528391,1055484.37348079
64861.9133803673,6.402507331,8.079372683,5.31,25032.136517753,1240503.52412108
82632.0457705038,5.302244663,5.036428918,3.38,13162.9796556986,900973.376395547
71499.8066452635,5.533015546,6.767607218,3.11,27417.1118332833,1035976.95286971
75034.523635745,5.781936693,5.521846997,3.28,25348.4712696038,1086447.51066324
55447.0815357779,6.892306935,7.708946587,5,37723.2822907991,1366980.90988088
80196.2422508874,6.675697067,7.275192796,3.17,48694.8641438666,1616937.01868768
60480.0546447494,7.011621748,7.157214948,4.24,46361.6322127865,1639944.9587541
40581.778087153,4.16982037,7.415416068,5.44,48820.2302561554,509499.588996669
61932.8726155633,6.687367955,6.751208637,4.34,34143.0507610978,1200125.44711925
94392.8978750737,7.039620141,8.287279331,6.32,41462.1274212979,2142896.55640726
66236.4258829296,6.318402338,6.361764814,4.01,45921.5424191796,1301089.71150823
76771.8852014307,7.470777841,7.528286855,4.26,35690.2188525583,1860648.74528763
75851.043662957,6.298703746,7.151477066,4.45,26831.5434003022,1283996.96848927
60509.8384635902,5.21502633,7.716666272,5.29,35376.733827958,947355.970086451
62052.1949859967,4.139620469,6.484684915,4.17,41722.6619034681,875799.24734427
61657.0435379126,7.519087436,7.926372237,4,42285.9628037329,1483041.33501214
92609.2276971839,5.488401987,7.45762873,5.14,29421.1713304954,1508856.42431475
81038.1448009214,5.017846598,6.797869101,2.36,35371.2125661972,1302814.48932942
54012.5727161075,6.461488895,7.19091541,5.07,21653.9846772806,747396.253126805
65573.4611099803,6.061531793,9.090851632,3.43,58195.4570316083,1723397.08928356
57335.7907735853,5.264702041,7.418269493,6.43,41826.0508209428,1059431.45126336
64098.0814688666,6.583447351,7.964419297,3.49,43769.9671348171,1309397.04942904
65212.366398608,5.787306592,7.636500321,5.05,29582.7227759331,981232.612371271
65256.1392281765,6.5382289,6.895255219,3.24,37875.2016602146,1389763.82152622
89488.6397616382,5.247829647,7.290631549,6.12,49089.9591242605,1599963.8071501
54415.8328039995,6.817606266,8.014876701,3.25,38937.7857710285,1208843.27673078
76674.522102812,7.152424503,9.293513239,6.17,43156.0867835897,2059301.34341981
62702.3689437613,5.78089459,8.131984058,3.27,47285.4616765951,1272337.50350584
72788.167058024,6.559882632,7.337689237,3.09,31765.8977290137,1390377.37493619
72415.4279875143,6.271974379,7.365504405,4.08,28885.0532996044,1212899.21865627
73896.1034219488,6.182091797,6.080269606,3.05,44256.7791324606,1393482.84962797
87541.4528781849,6.570193583,6.399106708,3.22,31044.9794668348,1603046.17935713
71843.758903885,5.753466993,7.42784464,4.44,27676.2713988499,1063069.91642509
74141.3311121831,4.994616743,6.669292687,3.4,46905.1929528219,1068492.61299479
74101.4930404899,6.284749966,6.874009026,3.46,34628.5393202781,1337973.73201597
42943.9360086461,6.289222852,8.366067625,3.25,34468.8738315807,889831.151052207
71267.7062497718,5.579520822,8.105228297,4.4,36795.3981651396,1308231.76941177
72655.6487281399,7.545608876,7.20182331,4.1,23623.3000672901,1612102.09670813
72531.1338023825,4.661801761,6.498815202,4.18,15167.4110710335,578161.495540169
72259.5827338171,6.889373104,6.257776744,2,45598.8967401775,1454126.55099181
63593.9511406185,8.016627453,8.005870386,6.47,40186.2933689402,1684537.96115638
85696.2039428824,6.389427717,4.840595055,4.47,24138.0662842515,1347210.09225497
80077.9305018817,5.739521833,7.437009145,4.5,30774.3943050799,1603342.66926749
75339.9158209788,5.407478241,7.422156287,5.07,49307.2098091536,1383563.5742572
54618.2362451556,6.002618021,5.757165087,4.12,40673.9221011801,705444.116790904
66829.1838793527,5.57878808,7.343420851,4.22,48776.9266064209,1418045.71879069
82760.3762716593,6.13569401,6.778563744,4,33839.0851860463,1457755.97931771
79769.0528971658,7.118266013,7.871982757,5.41,22669.6741187405,1617405.42473352
46800.3725884913,7.154695334,4.513353831,4.24,29587.1385346378,456019.171216889
78186.2829366601,5.500904517,7.183912048,4.37,28130.2659192054,1348804.22934007
65091.3091774501,5.349422869,8.594842639,5.42,49224.0928050388,1579360.82481112
51218.6782600276,4.864411174,6.609634039,2.35,21091.587441168,385678.166673123
74095.7128145971,5.908764789,6.847362326,3,32774.0219748158,1121023.43701055
62769.0346834202,5.571587866,7.780985804,4.45,43314.1610825856,1178553.61617926
64836.6539815814,6.490523817,8.271982892,6.3,35163.5168362789,1296467.99364115
59141.7964422585,5.631317375,4.198676629,2.17,29386.5804487921,313651.503233292
66698.739727487,4.790645656,8.365383291,5.21,51747.7767643047,1530294.57733993
75892.5062776946,4.715683576,6.793215874,3.15,40908.8923232921,1249914.39484254
70031.2730378527,4.623344495,9.188667262,4.13,36679.4320262847,1270432.39962533
79757.0185648435,3.962672206,6.360722218,2.08,45130.8282780313,1123753.73420143
60029.432639953,5.714878538,7.990513702,6.01,32818.0671328988,1005087.36103998
70329.4098843194,5.988783205,8.343125221,4.36,48077.2649630308,1712282.25936342
65907.9466787571,5.506412845,5.727202199,3.39,33303.5431034771,698457.677649967
87068.2451307206,6.427781229,6.539577203,4.12,16083.1444229684,1322439.10755647
76327.2120629355,7.084664124,6.584016966,3.13,42939.2742403768,1599615.74455306
62315.583699923,6.68246297,5.764141194,3.41,47163.7546160411,1142264.24767841
63579.8979574716,3.342599174,7.221147395,6.47,51246.1028786826,1012768.75622901
66197.6737665074,5.790273451,5.895335124,4.19,55849.4692225837,1244916.54754329
65984.2969071486,5.560929101,5.77285134,2.18,40976.7868281964,1016526.59374355
70894.141134778,7.040707991,6.937166766,4.01,24878.4617319431,1383565.69618953
78186.2392432589,5.838063828,5.133465711,4.17,49617.7314160528,1526369.64743524
59539.4123994626,6.305095543,7.866082003,3.23,14403.8352959878,961495.096445765
77163.3005697761,5.052311501,7.514062032,6.06,27766.7619389615,1228362.74689607
67082.0258650918,6.244859498,9.028047222,4.45,40412.0477597024,1674680.74073848
53120.6292474611,6.812372827,9.2002462,5.39,36100.5771768539,1411217.49285109
79095.279230382,6.666808866,6.738533682,2.5,23624.2489373264,1476392.55075533
71244.1707468658,6.477168821,5.331010176,2.36,15769.199970062,751324.13874907
79058.9399092003,5.0180973,6.68477919,3.35,35074.2648105219,1366714.37555273
84703.6282299574,5.918210783,6.883670877,2.36,51169.5855946574,1718625.94527458
73001.1112484747,4.728508129,8.461468275,3.38,45338.0913903797,1344869.27970649
90972.4061270065,5.401913201,7.323224847,3.37,24943.9619394056,1442079.05731339
77362.0545583807,6.03271483,5.382998154,3.31,24171.1824742017,1000892.04640438
70850.165815317,6.433339399,8.575994509,5.23,42035.9919854521,1553395.56206258
81248.196971875,7.939003735,6.749488716,4.25,48922.5214003447,1969256.93301589
72173.330871716,5.637312098,6.80926661,2.2,42946.0809925388,1435261.98681704
46627.7894814501,5.276614898,6.40733952,3.28,37302.5253375922,718874.679765292
82113.9820060696,6.744905835,6.596278185,2.43,51561.2631356534,1883082.27632007
62622.4837930421,6.03689561,8.84477396,6.16,48899.5138186045,1502443.22975094
70607.2827087146,6.835841168,4.541466869,3.42,58793.2681999755,1513650.38118926
80335.9615528479,6.045000331,5.165901842,4.04,56689.2790744723,1410264.40477702
58765.0401954759,5.506579633,4.882380596,4.12,30997.4390416425,647691.835202872
86849.8444232029,5.689341577,6.181227861,3.01,45178.4676835112,1675062.89068713
71918.6683156566,7.912035606,7.092714041,5.28,23690.6979936729,1336134.48588214
75513.2468871411,4.607911656,8.086981109,6.5,37175.0706362709,1376240.61529908
66359.1548478514,6.54649533,8.041198572,6.42,32976.8079659484,1680017.24042077
68638.107845976,6.445807262,5.98022928,2.49,25380.4130119254,1186025.95087703
86084.3352305614,6.143843489,6.776068462,4.33,24447.1066955946,1460044.54625013
55076.0722195659,5.955041901,6.499696377,4.06,23794.9517800567,650939.206671852
74682.2241636274,7.19809097,7.328709122,4.12,39293.6529963047,1525690.99505673
69379.2381717445,8.20738606,8.273386772,6.4,34612.7637160451,1827476.19606152
61431.8292912075,6.955535847,6.071830703,3.18,32912.0439818602,860399.345193215
74085.6886425114,5.885577419,7.813242397,5.35,32481.5217747088,1574181.73175318
54204.8111207744,4.9464429,5.05618974,3.39,39735.0687111658,333160.994279495
60842.8044495733,5.731377655,8.115024462,3.2,45258.1587089738,1279681.15439659
85429.4659767276,6.336769915,6.628645005,3.32,36411.8345605675,1594748.12458456
76602.893925243,5.634388054,8.440490911,5.13,20927.4307892027,1495375.42334553
65629.8809748133,6.418471533,7.524874654,6.19,17609.1969315374,954732.903840288
74227.495234383,6.99067676,6.833955902,2.46,25934.6491997925,1426695.6863993
79671.414004314,6.295516139,6.840125383,2.44,35953.1572289645,1468459.95474691
